ModelName,DS-5622A
FileVersion,6
Acquisition Time,2026/07/16 10:41:39
Time/div(second),2E-03
Delay(second),-6.00E-03
Delta(second),20E-06
Acquisition Mode,Average,1024
Trigger Address,200
CH1 Display,On
CH2 Display,On
CH1 Volt/div,2.00E-03
CH2 Volt/div,1.00E+00
CH1 Offset,7.00E-03
CH2 Offset,-3.00E+00
CH1 Coupling,DC50
CH2 Coupling,DC50
CH1 Bandwidth,Full
CH2 Bandwidth,Full
Points,1001
Ch1 V,Ch2 V
-1.098E-04,-5.126E-03,,
-1.091E-04,-5.371E-03,,
-1.049E-04,-5.249E-03,,
-1.018E-04,-5.371E-03,,
-1.110E-04,-5.126E-03,,
-1.071E-04,-5.859E-03,,
-1.130E-04,-4.638E-03,,
-1.000E-04,-5.493E-03,,
-1.127E-04,-5.371E-03,,
-9.667E-05,-5.615E-03,,
-1.079E-04,-5.615E-03,,
-9.692E-05,-4.394E-03,,
-1.145E-04,-5.004E-03,,
-9.765E-05,-5.371E-03,,
-1.115E-04,-4.638E-03,,
-1.030E-04,-4.760E-03,,
-1.037E-04,-4.638E-03,,
-1.054E-04,-4.516E-03,,
-1.054E-04,-5.371E-03,,
-1.066E-04,-5.981E-03,,
-1.093E-04,-5.615E-03,,
-1.010E-04,-5.493E-03,,
-1.154E-04,-5.737E-03,,
-1.054E-04,-5.126E-03,,
-1.123E-04,-5.981E-03,,
-1.022E-04,-5.493E-03,,
-1.130E-04,-5.859E-03,,
-1.062E-04,-5.493E-03,,
-1.086E-04,-5.615E-03,,
-1.022E-04,-5.493E-03,,
-1.093E-04,-4.882E-03,,
-1.005E-04,-5.737E-03,,
-9.936E-05,-5.371E-03,,
-1.088E-04,-5.249E-03,,
-1.052E-04,-5.493E-03,,
-1.064E-04,-5.493E-03,,
-1.101E-04,-5.615E-03,,
-1.096E-04,-5.371E-03,,
-1.003E-04,-5.371E-03,,
-1.059E-04,-5.004E-03,,
-1.115E-04,-5.249E-03,,
-1.145E-04,-5.371E-03,,
-1.044E-04,-5.371E-03,,
-1.081E-04,-5.126E-03,,
-1.057E-04,-6.103E-03,,
-1.130E-04,-5.859E-03,,
-9.838E-05,-5.981E-03,,
-1.074E-04,-5.004E-03,,
-1.074E-04,-6.347E-03,,
-1.147E-04,-5.249E-03,,
-1.052E-04,-5.737E-03,,
-1.120E-04,-5.493E-03,,
-1.079E-04,-5.859E-03,,
-1.069E-04,-5.615E-03,,
-1.069E-04,-5.615E-03,,
-1.101E-04,-5.859E-03,,
-1.064E-04,-5.493E-03,,
-1.115E-04,-5.249E-03,,
-1.062E-04,-5.737E-03,,
-1.110E-04,-6.103E-03,,
-1.135E-04,-6.591E-03,,
-1.101E-04,-5.493E-03,,
-1.110E-04,-5.737E-03,,
-1.130E-04,-5.126E-03,,
-1.108E-04,-5.004E-03,,
-1.103E-04,-5.371E-03,,
-1.135E-04,-5.371E-03,,
-1.105E-04,-5.493E-03,,
-1.088E-04,-5.615E-03,,
-1.044E-04,-5.493E-03,,
-1.081E-04,-5.004E-03,,
-1.093E-04,-5.493E-03,,
-1.086E-04,-6.103E-03,,
-1.079E-04,-5.004E-03,,
-1.118E-04,-5.859E-03,,
-1.040E-04,-5.493E-03,,
-1.093E-04,-5.126E-03,,
-1.027E-04,-5.615E-03,,
-1.127E-04,-5.493E-03,,
-1.064E-04,-5.493E-03,,
-1.137E-04,-5.737E-03,,
-1.096E-04,-5.126E-03,,
-1.149E-04,-6.347E-03,,
-1.037E-04,-5.126E-03,,
-1.162E-04,-5.004E-03,,
-1.071E-04,-6.225E-03,,
-1.103E-04,-5.615E-03,,
-1.047E-04,-5.371E-03,,
-1.186E-04,-5.371E-03,,
-1.101E-04,-5.493E-03,,
-1.171E-04,-5.493E-03,,
-1.057E-04,-5.615E-03,,
-1.108E-04,-5.737E-03,,
-1.047E-04,-6.103E-03,,
-1.113E-04,-5.371E-03,,
-1.071E-04,-5.493E-03,,
-1.140E-04,-5.859E-03,,
-1.098E-04,-5.249E-03,,
-1.105E-04,-5.371E-03,,
-1.127E-04,-5.371E-03,,
-1.115E-04,-5.371E-03,,
-1.145E-04,-5.249E-03,,
-1.079E-04,-5.249E-03,,
-1.147E-04,-5.981E-03,,
-1.069E-04,-5.737E-03,,
-1.086E-04,-4.760E-03,,
-1.132E-04,-5.981E-03,,
-1.110E-04,-5.981E-03,,
-1.105E-04,-5.371E-03,,
-1.159E-04,-6.103E-03,,
-1.064E-04,-5.737E-03,,
-1.140E-04,-5.615E-03,,
-1.110E-04,-5.859E-03,,
-1.159E-04,-5.493E-03,,
-1.074E-04,-5.371E-03,,
-1.088E-04,-5.615E-03,,
-1.071E-04,-5.859E-03,,
-1.098E-04,-5.981E-03,,
-9.497E-05,-5.126E-03,,
-1.083E-04,-5.737E-03,,
-1.071E-04,-5.859E-03,,
-1.105E-04,-5.859E-03,,
-1.054E-04,-5.249E-03,,
-1.113E-04,-4.638E-03,,
-1.069E-04,-5.615E-03,,
-1.159E-04,-5.493E-03,,
-1.086E-04,-5.859E-03,,
-1.076E-04,-5.981E-03,,
-1.062E-04,-5.126E-03,,
-1.049E-04,-5.004E-03,,
-1.142E-04,-5.371E-03,,
-1.047E-04,-5.493E-03,,
-1.113E-04,-5.493E-03,,
-1.152E-04,-5.737E-03,,
